CarType,Charge,Grids,Memo,Name,Period,Range,Region,id
C,20元/時，大型車加倍,0,,光復路,每日08:00~18:00,三民路~中華路,中區,262
C,20元/時，大型車加倍,0,,合江街,每日08:00~18:00,重慶路~重慶路,西屯區,263
C,20元/時，大型車加倍,0,,合作街,每日08:00~20:00,信義南街~復興路,南區,264
C,20元/時，大型車加倍,0,,吉祥街,每日08:00~18:00,成功路~光復路,中區,265
C,20元/時，大型車加倍,0,,后庄七街,每日08:00~20:00,敦化路~后庄七街1之1號,北屯區,266
C,20元/時，大型車加倍,0,,后庄北路,每日08:00~20:00,后庄北路240巷~中清路,北屯區,267
C,差別費率，15元/三十分鐘，大型車加倍,0,,向上南路,每日08:00~20:00,精誠路~大墩路,南屯、西區,268
C,差別費率，15元/三十分鐘，大型車加倍,0,,向上南路,每日08:00~20:00,大墩路~文心路,南屯區,269
C,差別費率，15元/三十分鐘，大型車加倍,0,,向上路,每日08:00~20:00,民權路~英才路,西區,270
C,差別費率，15元/三十分鐘，大型車加倍,0,,向上路,每日08:00~20:00,英才路~美村路,西區,271
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,向上路,每日08:00~20:00,美村路~忠明南路,西區,272
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,向上路,每日08:00~20:00,忠明南路~東興路,西區,273
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,向上路,每日08:00~20:00,東興路~大墩路,南屯、西區,274
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,向上路,每日08:00~20:00,大墩路~文心路,南屯區,275
C,20元/時，大型車加倍,0,,向上路,每日08:00~20:00,惠文路~黎明路,南屯區,276
C,差別費率，15元/三十分鐘，大型車加倍,0,,向上路1段79巷,每日08:00~20:00,民生路~向上路,西區,277
C,20元/時，大型車加倍,0,,向心南路,週一至週六08:00~18:00,南屯路~永春東路,南屯區,278
C,20元/時，大型車加倍,0,,向心南路,週一至週六08:00~18:00,永春東路~文心南七路,南屯區,279
C,20元/時，大型車加倍,0,,向學路,每日08:00~20:00,惠文路~惠中路,南屯區,280
C,差別費率，15元/三十分鐘，大型車加倍,0,,存中街,每日08:00~20:00,美村路~大忠南街,西區,281
C,20元/時，大型車加倍,0,,安和二街,每日08:00~18:00,協仁街~玉寶路,西屯區,282
C,20元/時，大型車加倍,0,,安和西路,每日08:00~18:00,安和三街~朝馬路,西屯區,283
C,20元/時，大型車加倍,0,,安和路,每日08:00~18:00,安和路189巷~朝馬路,西屯區,284
C,20元/時，大型車加倍,0,,安康路,週一至週六08:00~18:00,永康路~圓環東路,豐原區,285
C,累進費率，以三十分鐘計費，大型車加倍,0,,成功路,每日08:00~18:00,建國路~綠川西街,中區,286
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,成功路,每日08:00~18:00,綠川西街~市府路,中區,287
C,20元/時，大型車加倍,0,,成功路,每日08:00~18:00,市府路~三民路,中區,288
C,20元/時，大型車加倍,0,,成功路,每日08:00~18:00,三民路~中華路,中區,289
C,20元/時，大型車加倍,0,,成都路,每日08:00~18:00,文心路~甘肅路,西屯區,290
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,自由一街,每日08:00~20:00,自由三街~自由路,東區,291
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,自由二街,每日08:00~20:00,自由路~公園東路,東區,292
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,自由三街,每日08:00~20:00,自由路~南京路,東區,293
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,自由路,每日08:00~20:00,進德路~復興路,東區,294
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,自由路,每日08:00~20:00,復興路~雙十路,東區,295
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,自由路,每日08:00~18:00,雙十路~臺灣大道,中區,296
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,自由路,每日08:00~18:00,臺灣大道~民權路,中區,297
C,20元/時，大型車加倍,0,,自由路,週一至週六08:00~18:00,民權路~林森路,西區,298
C,20元/時，大型車加倍,0,,自由路,週一至週六08:00~18:00,林森路~三民路,西區,299
C,20元/時，大型車加倍,0,,自立街,週一至週六08:00~18:00,大明街~柳川東路,西區,300
C,20元/時，大型車加倍,0,,至善路,每日08:00~18:00,逢甲路~上安路,西屯區,301
C,20元/時，大型車加倍,0,,至善路,每日08:00~20:00,上安路~臺灣大道,西屯區,302
C,20元/時，大型車加倍,0,,西屯路,每日08:00~20:00,太原路~漢口路,西屯區,303
C,20元/時，大型車加倍,0,,西屯路,每日08:00~18:00,福林路~東大路,西屯區,304
C,差別費率，15元/三十分鐘，大型車加倍,0,,西苑路,每日08:00~20:00,福星路~西苑三街,西屯區,305
C,20元/時，大型車加倍,0,,旱溪東路,週一至週六08:00~18:00,松竹路~新興路,北屯、太平區,306
C,20元/時，大型車加倍,0,,旱溪東路,週一至週六08:00~18:00,新興路~太平區中山路,太平區,307
C,20元/時，大型車加倍,0,,旱溪東路,週一至週六08:00~18:00,太平區中山路~環中東路5段,太平、東區,308
C,20元/時，大型車加倍,0,,旱溪西路,週一至週六08:00~18:00,松竹路~天祥街,北屯區,309
C,20元/時，大型車加倍,0,,旱溪西路,週一至週六08:00~18:00,天祥街~精武路,北、太平、東區,310
C,20元/時，大型車加倍,0,,旱溪西路,週一至週六08:00~18:00,精武路~振興路,東區,311
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,育才北路,每日08:00~20:00,雙十路~五權路,北區,312
C,20元/時，大型車加倍,0,,育祥街,每日08:00~18:00,育隆路~育樂街,北區,313
C,20元/時，大型車加倍,0,,育隆路,每日08:00~18:00,進化路~育祥街,北區,314
C,差別費率，15元/三十分鐘，大型車加倍,0,,育德路,每日08:00~20:00,學士路~中清路,北區,315
C,20元/時，大型車加倍,0,,育德路,每日08:00~18:00,中清路~篤行路,北區,316
C,20元/時，大型車加倍,0,,育德路,每日08:00~18:00,篤行路~博館路,北區,317
C,20元/時，大型車加倍,0,,育樂街,每日08:00~18:00,進化路~雙十路,北區,318
C,20元/時，大型車加倍,0,,協仁街,每日08:00~18:00,臺灣大道~朝馬路,西屯區,319
C,20元/時，大型車加倍,0,,居仁街,週一至週六08:00~18:00,建國路~自由路,西區,320
C,20元/時，大型車加倍,0,,府後街,週一至週六08:00~18:00,民生路~林森路,西區,321
C,20元/時，大型車加倍,0,,府後街,週一至週六08:00~18:00,林森路~貴和街,西區,322
C,20元/時，大型車加倍,0,,忠太東(西)路,每日08:00~18:00,太原路~健行路,北區,323
C,20元/時，大型車加倍,0,,忠孝路,週一至週六08:00~18:00,建成路~台中路,東區,324
C,差別費率，15元/三十分鐘，大型車加倍,0,,忠明南路,每日08:00~20:00,臺灣大道~公益路,西區,325
C,差別費率，15元/三十分鐘，大型車加倍,0,,忠明南路,每日08:00~20:00,公益路~向上路,西區,326
C,差別費率，15元/三十分鐘，大型車加倍,0,,忠明南路,每日08:00~20:00,向上路~五權西路,西區,327
C,20元/時，大型車加倍,0,,忠明南路,每日08:00~20:00,五權西路~三民西路,西、南區,328
C,20元/時，大型車加倍,0,,忠明南路,週一至週六08:00~18:00,國光路~明德街,南區,329
C,20元/時，大型車加倍,0,,忠明南路-2線道,週一至週六08:00~18:00,忠明南路730巷~復興北路,南區,330
C,20元/時，大型車加倍,0,,忠明南路-2線道,週一至週六08:00~18:00,工學北路~南和路,南區,331
C,20元/時，大型車加倍,0,,忠明南路-非2線道,每日08:00~20:00,三民西路~復興路,南區,332
C,20元/時，大型車加倍,0,,忠明南路-非2線道,每日08:00~20:00,復興路~五權南路,南區,333
C,差別費率，15元/三十分鐘，大型車加倍,0,,忠明路,每日08:00~20:00,中清路~民權路,北區,334
C,差別費率，15元/三十分鐘，大型車加倍,0,,忠明路,每日08:00~20:00,民權路~忠太東路,北區,335
C,差別費率，15元/三十分鐘，大型車加倍,0,,忠明路,每日08:00~20:00,忠太東路~西屯路,北區,336
C,差別費率，15元/三十分鐘，大型車加倍,0,,忠明路,每日08:00~20:00,西屯路~博館路,北、西區,337
C,差別費率，15元/三十分鐘，大型車加倍,0,,忠明路,每日08:00~20:00,博館路~臺灣大道,西區,338
C,20元/時，大型車加倍,0,,東大路,每日08:00~18:00,國安二路~臺灣大道,西屯區,339
C,20元/時，大型車加倍,0,,東山路,每日08:00~18:00,祥順路~北屯路,北屯區,340
C,20元/時，大型車加倍,0,,東光園路,週一至週六08:00~18:00,自由路~大智路,東區,341
C,20元/時，大型車加倍,0,,東光路,週一至週六08:00~18:00,東光路892巷~天祥街,北屯區,342
C,差別費率，15元/三十分鐘，大型車加倍,0,,東興路,每日08:00~20:00,臺灣大道~大隆路,西屯區,343
C,差別費率，15元/三十分鐘，大型車加倍,0,,東興路,每日08:00~20:00,大隆路~大業路,西、南屯區,344
C,差別費率，15元/三十分鐘，大型車加倍,0,,東興路,每日08:00~20:00,大業路~公益路,西、南屯區,345
C,差別費率，15元/三十分鐘，大型車加倍,0,,東興路,每日08:00~20:00,公益路~向上路,南屯、西區,346
C,差別費率，15元/三十分鐘，大型車加倍,0,,東興路,每日08:00~20:00,向上路~五權西路,西、南屯區,347
C,20元/時，大型車加倍,0,,東興路,週一至週六08:00~18:00,五權西路~三民西路,南屯區,348
C,20元/時，大型車加倍,0,,東興路,週一至週六08:00~18:00,建國南路~復興路,南區,349
C,20元/時，大型車加倍,0,,松竹路,每日08:00~20:00,北屯路~興安路,北屯區,350
C,20元/時，大型車加倍,0,,松竹路,每日08:00~20:00,興安路~崇德路,北屯區,351
C,20元/時，大型車加倍,0,,松竹路2段7巷,週一至週六08:00~18:00,松竹路~北屯路439-17巷,北屯區,352
C,20元/時，大型車加倍,0,,松明街,每日08:00~20:00,北屯路473巷6弄~松明街9巷,北屯區,353
C,20元/時，大型車加倍,0,,林森路,週一至週六08:00~18:00,建國路~三民路,西區,354
C,20元/時，大型車加倍,0,,林森路,週一至週六08:00~18:00,三民路~柳川東路,西區,355
C,20元/時，大型車加倍,0,,林森路,週一至週六08:00~18:00,柳川東路~五權路,西區,356
C,20元/時，大型車加倍,0,,武昌路,每日08:00~20:00,陝西東一街~陝西路,北區,357
C,20元/時，大型車加倍,0,,河北路,每日08:00~20:00,大連路~文心路,北屯區,358
C,差別費率，15元/三十分鐘，大型車加倍,0,,河南路,每日08:00~20:00,漢口路~文心路,西屯區,359
C,20元/時，大型車加倍,0,,河南路,每日08:00~20:00,文心路~逢大路,西屯區,360
C,差別費率，15元/三十分鐘，大型車加倍,0,,河南路,每日08:00~20:00,逢大路~福星路,西屯區,361
C,差別費率，15元/三十分鐘，大型車加倍,0,,河南路,每日08:00~20:00,福星路~青海路,西屯區,362
C,差別費率，15元/三十分鐘，大型車加倍,0,,河南路,每日08:00~20:00,青海路~臺灣大道,西屯區,363
C,差別費率，15元/三十分鐘，大型車加倍,0,,河南路,每日08:00~20:00,臺灣大道~市政北七路,西屯區,364
C,差別費率，15元/三十分鐘，大型車加倍,0,,河南路,每日08:00~20:00,市政北七路~市政路,西屯區,365
C,差別費率，15元/三十分鐘，大型車加倍,0,,河南路,每日08:00~20:00,市政路~大業路,南屯、西屯區,366
C,差別費率，15元/三十分鐘，大型車加倍,0,,河南路,每日08:00~20:00,大業路~向上路,南屯區,367
C,差別費率，15元/三十分鐘，大型車加倍,0,,河南路,每日08:00~20:00,向上路~大墩七街,南屯區,368
C,20元/時，大型車加倍,0,,河南路2段301巷,每日08:00~20:00,弘孝路~河南路,西屯區,369
C,20元/時，大型車加倍,0,,長安路,每日08:00~20:00,甘肅路~櫻花路,西屯區,370
C,20元/時，大型車加倍,0,,青海南街,每日08:00~20:00,黎明路~青海路,西屯區,371
C,差別費率，15元/三十分鐘，大型車加倍,0,,青海路,每日08:00~20:00,漢口路~文心路,西屯區,372
C,差別費率，15元/三十分鐘，大型車加倍,0,,青海路,每日08:00~20:00,文心路~惠中路,西屯區,373
C,差別費率，15元/三十分鐘，大型車加倍,0,,青海路,每日08:00~20:00,惠中路~河南路,西屯區,374
C,差別費率，15元/三十分鐘，大型車加倍,0,,青海路,每日08:00~20:00,河南路~至善路,西屯區,375
C,差別費率，15元/三十分鐘，大型車加倍,0,,青海路,每日08:00~20:00,至善路~黎明路,西屯區,376
C,20元/時，大型車加倍,0,,信義街,週一至週六08:00~18:00,大勇街~台中路,東區,377
C,20元/時，大型車加倍,0,,南屯路,每日08:00~18:00,美村路~忠明南路,西、南區,378
C,20元/時，大型車加倍,0,,南屯路,週一至週六08:00~18:00,忠明南路~東興路,西、南、南屯區,379
C,20元/時，大型車加倍,0,,南屯路,週一至週六08:00~18:00,東興路~大墩路,南屯區,380
C,20元/時，大型車加倍,0,,南屯路,週一至週六08:00~18:00,大墩路~文心南路,南屯區,381
C,20元/時，大型車加倍,0,,南屯路,週一至週六08:00~18:00,文心南路~向心南路,南屯區,382
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,南京一街,每日08:00~20:00,進德一街~南京路,東區,383
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,南京二街,每日08:00~20:00,南京一街~南京六街,東區,384
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,南京三街,每日08:00~20:00,公園東路~南京路,東區,385
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,南京五街,每日08:00~20:00,南京四街~南京六街,東區,386
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,南京四街,每日08:00~20:00,公園東路~南京路,東區,387
C,20元/時，大型車加倍,0,,南京東路,週一至週六08:00~18:00,北屯路~僑校街,北屯區,388
C,20元/時，大型車加倍,0,,南京東路,週一至週六08:00~18:00,北屯路240巷~興進路,北屯、北區,389
C,20元/時，大型車加倍,0,,南京東路,週一至週六08:00~18:00,興進路~自由路,北、東區,390
C,20元/時，大型車加倍,0,,南京路,週一至週六08:00~18:00,自由路~進德路,東區,391
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,南京路,每日08:00~20:00,進德路~復興路,東區,392
C,20元/時，大型車加倍,0,,南和路,週一至週六08:00~18:00,忠明南路~高工路,南區,393
C,20元/時，大型車加倍,0,,南門路,週一至週六08:00~18:00,明德街~國光路,南區,394
C,20元/時，大型車加倍,0,,建成路,週一至週六08:00~18:00,復興東路~樂業一路,東區,395
C,20元/時，大型車加倍,0,本路段不發售指定區段月票。,建成路,每日07:00~15:00,樂業一路~樂業二路,東區,396
C,差別費率，15元/三十分鐘，大型車加倍,0,本路段不發售指定區段月票。,建成路,每日07:00~15:00,樂業二路~進德路,東區,397
C,20元/時，大型車加倍,0,,建成路,每日08:00~20:00,學府路~五權南路,南區,398
C,20元/時，大型車加倍,0,,建國北路,週一至週六08:00~18:00,林森路~文心南路,西、南區,399
C,20元/時，大型車加倍,0,,建國南路,週一至週六08:00~18:00,正義街~大慶街,南區,400
C,20元/時，大型車加倍,0,,建國南路1段267巷,週一至週六08:00~18:00,建國南路~忠明南路730巷,南區,401
C,20元/時，大型車加倍,0,,建國南路路側近正義街（北向側）停車空間,週一至週六08:00~18:00,,南區,402
C,20元/時，大型車加倍,0,,建國路,週一至週六08:00~18:00,民族路~康樂街,中、西區,403
C,20元/時，大型車加倍,0,,建國路,週一至週六08:00~18:00,康樂街~林森路,西區,404
C,20元/時，大型車加倍,0,,春安二街,每日09:00~17:00,嶺東南路~建功路,南屯區,405
C,20元/時，大型車加倍,0,,春安三街,每日09:00~17:00,嶺東南路~春安二街,南屯區,406
C,20元/時，大型車加倍,0,,春安路,每日09:00~17:00,春安路29號旁~建功路,南屯區,407
C,20元/時，大型車加倍,0,,柳川西路,每日08:00~18:00,學士路~中華路,中、北區,408
C,20元/時，大型車加倍,0,,柳川西路,每日08:00~18:00,臺灣大道~民權路,中區,409
C,20元/時，大型車加倍,0,,柳川西路,週一至週六08:00~18:00,民權路~林森路,西區,410
C,20元/時，大型車加倍,0,,柳川西路,週一至週六08:00~18:00,林森路~建國北路,西、南區,411
C,20元/時，大型車加倍,0,,柳川東路,每日08:00~18:00,學士路~公園路,北區,412
C,20元/時，大型車加倍,0,,柳川東路,每日08:00~18:00,臺灣大道~民權路,中區,413
C,20元/時，大型車加倍,0,,柳川東路,週一至週六08:00~18:00,民權路~林森路,西區,414
C,20元/時，大型車加倍,0,,柳川東路,週一至週六08:00~18:00,林森路~建國北路,西、南區,415
C,20元/時，大型車加倍,0,,柳陽西街,週一至週六08:00~18:00,北新路~昌平路,北屯區,416
C,20元/時，大型車加倍,0,,柳陽西街,週一至週六08:00~18:00,文心路~漢口路,北屯區,417
C,20元/時，大型車加倍,0,,柳陽西街,週一至週六08:00~18:00,太原路~進化北路,北區,418
C,20元/時，大型車加倍,0,,柳陽東西街與崇興路口,週一至週六08:00~18:00,,北屯區,419
C,20元/時，大型車加倍,0,,柳陽東街,週一至週六08:00~18:00,北新路~昌平路,北屯區,420
C,20元/時，大型車加倍,0,,柳陽東街,週一至週六08:00~18:00,北平路~崇興路,北屯區,421
C,20元/時，大型車加倍,0,,柳陽東街,週一至週六08:00~18:00,太原路~進化北路,北屯區,422
C,20元/時，大型車加倍,0,,洛陽路,每日08:00~20:00,櫻花路~青海路,西屯區,423
C,20元/時，大型車加倍,0,,洛陽路,每日08:00~20:00,洛陽南街~文中路,西屯區,424
C,20元/時，大型車加倍,0,,洛陽路125巷,每日08:00~20:00,洛陽路~西屯路2段208巷,西屯區,425
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,美村路,每日08:00~20:00,臺灣大道~公益路,西區,426
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,美村路,每日08:00~20:00,公益路~向上路,西區,427
C,差別費率，15元/三十分鐘，大型車加倍,0,,美村路,每日08:00~20:00,向上路~五權西路,西區,428
C,差別費率，15元/三十分鐘，大型車加倍,0,,美村路,每日08:00~20:00,五權西路~南屯路,西區,429
C,差別費率，15元/三十分鐘，大型車加倍,0,,美德街,每日08:00~20:00,崇德路~學士路,北區,430
C,20元/時，大型車加倍,0,,英士路,每日08:00~18:00,五權路~英才路,北區,431
C,差別費率，15元/三十分鐘，大型車加倍,0,,英才路,每日08:00~20:00,學士路~中清路,北區,432
C,差別費率，15元/三十分鐘，大型車加倍,0,,英才路,每日08:00~20:00,中清路~民權路,北區,433
C,差別費率，15元/三十分鐘，大型車加倍,0,,英才路,每日08:00~20:00,民權路~臺灣大道,北、西區,434
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,英才路,每日08:00~20:00,臺灣大道~公益路,西區,435
C,差別費率，15元/三十分鐘，大型車加倍,0,,英才路,每日08:00~20:00,公益路~向上路,西區,436
C,差別費率，15元/三十分鐘，大型車加倍,0,,英才路,每日08:00~20:00,向上路~五權路,西區,437
C,20元/時，大型車加倍,0,,重慶路,每日08:00~18:00,成都路~河南路,西屯區,438
C,20元/時，大型車加倍,0,,重慶路,每日08:00~20:00,河南路~甘肅路,西屯區,439
C,20元/時，大型車加倍,0,,重慶路,每日08:00~20:00,青海路~四川路,西屯區,440
C,20元/時，大型車加倍,0,,原子街,每日08:00~18:00,民族路~民權路,北區,441
C,20元/時，大型車加倍,0,,旅順路,每日08:00~20:00,崇德路~河北路,北屯區,442
C,差別費率，15元/三十分鐘，大型車加倍,0,,烈美街,每日08:00~20:00,漢翔路~福星路,西屯區,443
C,20元/時，大型車加倍,0,,站區二路,週一至週六08:00~18:00,高鐵三路~高鐵五路,烏日區,444
C,20元/時，大型車加倍,0,,陝西路,每日08:00~20:00,漢口路~文心路,北區,445
C,20元/時，大型車加倍,0,,高工南路,週一至週六08:00~18:00,高工路~文心南路,南區,446
C,20元/時，大型車加倍,0,,高工路,週一至週六08:00~18:00,工學二街~工學六街,南區,447
C,20元/時，大型車加倍,0,,高院路,每日08:00~18:00,南平路~復興路,南區,448
C,20元/時，大型車加倍,0,,高鐵一路,週一至週六08:00~18:00,站區二路~高鐵路,烏日區,449
C,20元/時，大型車加倍,0,,高鐵三路,週一至週六08:00~18:00,高鐵東路~高鐵路,烏日區,450
C,20元/時，大型車加倍,0,,高鐵五路,週一至週六08:00~18:00,高鐵東路~站區一路,烏日區,451
C,20元/時，大型車加倍,0,,高鐵六路,週一至週六08:00~18:00,中山路~高鐵東二路,烏日區,452
C,20元/時，大型車加倍,0,,高鐵東一路,週一至週六08:00~18:00,高鐵東路~高鐵六路,烏日區,453
C,20元/時，大型車加倍,0,,高鐵東二路,週一至週六08:00~18:00,高鐵六路~學田路,烏日區,454
C,差別費率，15元/三十分鐘，大型車加倍,0,,健行路,每日08:00~20:00,北屯路~崇德路,北區,455
C,差別費率，15元/三十分鐘，大型車加倍,0,,健行路,每日08:00~20:00,崇德路~學士路,北區,456
C,差別費率，15元/三十分鐘，大型車加倍,0,,健行路,每日08:00~20:00,學士路~中清路,北區,457
C,差別費率，15元/三十分鐘，大型車加倍,0,,健行路,每日08:00~20:00,中清路~民權路,北區,458
C,差別費率，15元/三十分鐘，大型車加倍,0,,健行路,每日08:00~20:00,民權路~西屯路,北區,459
C,差別費率，15元/三十分鐘，大型車加倍,0,,健行路,每日08:00~20:00,西屯路~博館路166號,西、北區,460
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,健行路,每日08:00~20:00,博館路163號~臺灣大道,西區,461
C,20元/時，大型車加倍,0,,健行路964巷,每日08:00~20:00,健行路~華美街,北、西區,462
C,20元/時，大型車加倍,0,,國光路,每日08:00~20:00,忠明南路~建成路,南區,463
C,20元/時，大型車加倍,0,,國光路,每日08:00~20:00,建成路~復興路,南區,464
C,20元/時，大型車加倍,0,,國安一路,每日08:00~18:00,福林路~東大路,西屯區,465
C,20元/時，大型車加倍,0,,國安二路,每日08:00~18:00,福林路~東大路,西屯區,466
C,20元/時，大型車加倍,0,,國校巷,週一至週六08:00~18:00,進化北路~太原路,北屯區,467
C,20元/時，大型車加倍,0,,崇德十九路,每日08:00~20:00,崇德路~四平路,北屯區,468
C,差別費率，15元/三十分鐘，大型車加倍,0,,崇德路,每日08:00~20:00,三民路~健行路,北區,469
C,差別費率，15元/三十分鐘，大型車加倍,0,,崇德路,每日08:00~20:00,健行路~進化北路,北區,470
C,差別費率，15元/三十分鐘，大型車加倍,0,,崇德路,每日08:00~20:00,進化北路~漢口路,北區,471
C,差別費率，15元/三十分鐘，大型車加倍,0,,崇德路,每日08:00~20:00,漢口路~文心路,北、北屯區,472
C,差別費率，15元/三十分鐘，大型車加倍,0,,崇德路,每日08:00~20:00,文心路~崇德二路,北屯區,473
C,差別費率，15元/三十分鐘，大型車加倍,0,,崇德路,每日08:00~20:00,崇德二路~松竹路,北屯區,474
C,20元/時，大型車加倍,0,,崇德路,每日08:00~20:00,松竹路~崇德十路,北屯區,475
C,20元/時，大型車加倍,0,,崇德路,每日08:00~20:00,崇德十路~豐樂路,北屯區,476
C,20元/時，大型車加倍,0,,崇德路,每日08:00~20:00,豐樂路~環中路,北屯區,477
C,20元/時，大型車加倍,0,,康樂街,週一至週六08:00~18:00,建國路~自由路,西區,478
C,20元/時，大型車加倍,0,,康樂街,週一至週六08:00~18:00,自由路~三民路,西區,479
C,20元/時，大型車加倍,0,,彩虹巷,每日09:00~17:00,彩虹巷20號~春安路,南屯區,480
C,20元/時，大型車加倍,0,,梅川西路,週一至週六08:00~18:00,大連路~文心路,北屯區,481
C,20元/時，大型車加倍,0,,梅川西路,週一至週六08:00~18:00,文心路~漢口路,北區,482
C,20元/時，大型車加倍,0,,梅川西路,週一至週六08:00~18:00,漢口路~進化北路,北區,483
C,20元/時，大型車加倍,0,,梅川西路,週一至週六08:00~18:00,進化北路~健行路,北區,484
C,20元/時，大型車加倍,0,,梅川西路,週一至週六08:00~18:00,健行路~篤行路,北區,485
C,20元/時，大型車加倍,0,,梅川西路,週一至週六08:00~18:00,篤行路~臺灣大道,北、西區,486
C,20元/時，大型車加倍,0,,梅川西路,週一至週六08:00~18:00,臺灣大道~民權路,西區,487
C,20元/時，大型車加倍,0,,梅川西路,週一至週六08:00~18:00,民權路~民生路,西區,488
C,20元/時，大型車加倍,0,,梅川西路,週一至週六08:00~18:00,民生路~英才路,西區,489
C,20元/時，大型車加倍,0,,梅川西路3段35巷,每日08:00~20:00,梅川西路~山西路,北區,490
C,20元/時，大型車加倍,0,,梅川東路,週一至週六08:00~18:00,民權路~五權路,西區,491
C,20元/時，大型車加倍,0,,梅川東路,週一至週六08:00~18:00,大連路~文心路,北屯區,492
C,20元/時，大型車加倍,0,,梅川東路,週一至週六08:00~18:00,文心路~漢口路,北屯、北區,493
C,20元/時，大型車加倍,0,,梅川東路,週一至週六08:00~18:00,漢口路~進化北路,北區,494
C,20元/時，大型車加倍,0,,梅川東路,週一至週六08:00~18:00,進化北路~健行路,北區,495
C,20元/時，大型車加倍,0,,梅川東路,週一至週六08:00~18:00,健行路~篤行路,北區,496
C,20元/時，大型車加倍,0,,梅川東路,週一至週六08:00~18:00,篤行路~臺灣大道,北、西區,497
C,20元/時，大型車加倍,0,,梅川東路,週一至週六08:00~18:00,臺灣大道~民權路,西區,498
C,差別費率，15元/三十分鐘，大型車加倍,0,,逢大路,每日08:00~20:00,河南路~逢甲大學後門,西屯區,499
C,差別費率，15元/三十分鐘，大型車加倍,0,,逢甲路,每日08:00~20:00,文華路~青海路,西屯區,500
C,20元/時，大型車加倍,0,,麻園西街,週一至週六08:00~18:00,大連路~文心路,北屯區,501
C,20元/時，大型車加倍,0,,麻園東街,週一至週六08:00~18:00,大連路~文心路,北屯區,502
C,20元/時，大型車加倍,0,,勝利路,週一至週六08:00~18:00,勝利一街~潭興路,潭子區,503
C,20元/時，大型車加倍,0,,博愛街,週一至週六08:00~18:00,干城街~干城街,南屯區,504
C,差別費率，15元/三十分鐘，大型車加倍,0,,博館三街,每日08:00~20:00,館前路~健行路,西區,505
C,差別費率，15元/三十分鐘，大型車加倍,0,,博館路,每日08:00~20:00,健行路~育德路~博館一街,北區,506
C,差別費率，15元/三十分鐘，大型車加倍,0,,博館路,每日08:00~20:00,博館東街~館前路~健行路,西、北區,507
C,20元/時，大型車加倍,0,,富台東街,每日08:00~18:00,精武路217巷~自由路,東區,508
C,20元/時，大型車加倍,0,,富榮街,每日08:00~18:00,進德路~復興路,東區,509
C,20元/時，大型車加倍,0,,復興園路,每日08:00~18:00,永東街~建成路,南區,510
C,20元/時，大型車加倍,0,,復興園路,每日08:00~20:00,建成路~建國南路,南區,511
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,復興路,每日08:00~20:00,自由路~南京路,東區,512
C,差別費率，15元/三十分鐘，大型車加倍,0,,復興路,每日08:00~20:00,振興路~台中路,東區,513
C,差別費率，15元/三十分鐘，大型車加倍,0,,復興路,每日08:00~20:00,台中路~國光路,南區,514
C,20元/時，大型車加倍,0,,復興路,每日08:00~20:00,國光路~五權南路,南區,515
C,20元/時，大型車加倍,0,,復興路,每日08:00~20:00,五權南路~美村路,南區,516
C,20元/時，大型車加倍,0,,復興路,每日08:00~20:00,美村路~忠明南路,南區,517
C,20元/時，大型車加倍,0,,復興路,每日08:00~20:00,忠明南路~文心南路,南區,518
C,20元/時，大型車加倍,0,,復興路,每日08:00~20:00,文心南路~樹義六巷,南區,519
C,20元/時，大型車加倍,0,,復興路2段99巷、忠明南路759巷,週一至週六08:00~18:00,南昌街~忠明南路,南區,520
C,20元/時，大型車加倍,0,,惠中一街,每日08:00~20:00,市政北七路~市政北五路,西屯區,521
